Package Name,Versions,Total Services,License,Description,Homepage,Repository,Dev Dependency,Services Using
clone,2.1.2; 1.0.4,10,MIT,"deep cloning of objects and arrays",https://github.com/pvorb/node-clone#readme,git://github.com/pvorb/node-clone.git,No,""cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-cli, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/yoda""
clone-deep,4.0.1,8,MIT,"Recursively (deep) clone JavaScript native types, like Object, Array, RegExp, Date as well as primitives.",https://github.com/jonschlinkert/clone-deep,git+https://github.com/jonschlinkert/clone-deep.git,Yes,""cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/the-force""
clone-response,1.0.3; 1.0.2; 1.0.1,6,MIT,"Clone a Node.js HTTP response stream",https://github.com/sindresorhus/clone-response#readme,git+https://github.com/sindresorhus/clone-response.git,Yes,""cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/the-force""
cloudflare-video-element,1.3.3,1,MIT,"A custom element for the Cloudflare player with an API that matches the `<video>` API",https://github.com/muxinc/media-elements#readme,git+https://github.com/muxinc/media-elements.git,No,""cloned-repos/airtimemedia/the-force""
clsx,2.1.1; 1.2.1,4,MIT,"A tiny (239B) utility for constructing className strings conditionally.",https://github.com/lukeed/clsx#readme,git+https://github.com/lukeed/clsx.git,No,""cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/sdk-admin""
cluster-key-slot,1.1.2; 1.1.0,5,Apache-2.0,"Generates CRC hashes for strings - for use by node redis clients to determine key slots.",https://github.com/Salakar/cluster-key-slot#readme,git+https://github.com/Salakar/cluster-key-slot.git,No,""cloned-repos/airtimemedia/boost-release/libs/redis/benchmarks/nodejs/echo_server_over_redis, cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/mos-eisley, cloned-repos/airtimemedia/shasta/shasta""
cmd-shim,6.0.1; 3.0.3,3,ISC,"Used in npm for command line application support",https://github.com/npm/cmd-shim#readme,git+https://github.com/npm/cmd-shim.git,Yes,""cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/platform-docs/website""
co,4.6.0,12,MIT,"generator async control flow goodness",https://github.com/tj/co#readme,git+https://github.com/tj/co.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/stormtrooper-emails, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/yoda""
co-mocha,1.1.2,2,MIT,"Enable support for generators in Mocha tests",https://github.com/blakeembrey/co-mocha,git://github.com/blakeembrey/co-mocha.git,Yes,""cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/stormtrooper-emails""
co-request,1.0.0,2,Unknown,"co-request promisify wrapper for request",https://github.com/leukhin/co-request#readme,git+https://github.com/leukhin/co-request.git,Yes,""cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/stormtrooper-emails""
co-sleep,0.0.1,1,BSD-3-Clause,"setTimeout that works with the co generator framework",https://github.com/eugeneware/co-sleep,https://github.com/eugeneware/co-sleep,Yes,""cloned-repos/airtimemedia/empire""
coa,5.5.0; 3.2.1; 3.0.0; 2.4.2; 2.0.2; 1.9.3; 1.1.3; 1.0.5,4,Unknown,"",,,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/transcription-demo""
coalescy,1.0.0,1,MIT,"Simple function that return the first non null or undefined argument ",https://github.com/royriojas/coalescy,https://github.com/royriojas/coalescy.git,Yes,""cloned-repos/airtimemedia/yoda""
code-block-writer,10.1.1,1,MIT,"A simple code writer that assists with formatting and visualizing blocks of code.",https://github.com/dsherret/code-block-writer#readme,git+https://github.com/dsherret/code-block-writer.git,No,""cloned-repos/airtimemedia/text-research""
code-excerpt,3.0.0,1,MIT,"Extract code excerpts",https://github.com/vadimdemedes/code-excerpt#readme,git+https://github.com/vadimdemedes/code-excerpt.git,Yes,""cloned-repos/airtimemedia/node-zk-utils""
code-point-at,1.1.0,12,MIT,"ES2015 `String#codePointAt()` ponyfill",https://github.com/sindresorhus/code-point-at#readme,git+https://github.com/sindresorhus/code-point-at.git,No,""cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-cli, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/skia/modules/canvaskit/npm_build, cloned-repos/yoinc/metrics-collector/metrics-collector, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
codelyzer,6.0.2,1,MIT,"Linting for Angular applications, following angular.io/styleguide.",https://github.com/mgechev/codelyzer#readme,git+https://github.com/mgechev/codelyzer.git,Yes,""cloned-repos/airtimemedia/empire-admin""
codem-isoboxer,0.3.10,1,MIT,"A lightweight JavaScript MP4 (MPEG-4, ISOBMFF) file/box parser.",https://github.com/madebyhiro/codem-isoboxer,git+https://github.com/madebyhiro/codem-isoboxer.git,No,""cloned-repos/airtimemedia/the-force""
codemirror,6.0.2,1,MIT,"Basic configuration for the CodeMirror code editor",https://github.com/codemirror/basic-setup#readme,git+https://github.com/codemirror/basic-setup.git,No,""cloned-repos/airtimemedia/the-force""
codepage,1.15.0,1,Apache-2.0,"pure-JS library to handle codepages",https://sheetjs.com/,git://github.com/SheetJS/js-codepage.git,No,""cloned-repos/airtimemedia/fett""
coffee-script,1.7.1,1,MIT,"Unfancy JavaScript",http://coffeescript.org,git://github.com/jashkenas/coffee-script.git,Yes,""cloned-repos/airtimemedia/amazon-product-api""
coffeescript,2.7.0,1,MIT,"Unfancy JavaScript",https://coffeescript.org,git://github.com/jashkenas/coffeescript.git,Yes,""cloned-repos/airtimemedia/bigsur/test/kef_automation""
collect-v8-coverage,1.0.2; 1.0.1; 1.0.0,10,MIT,"Use this module to start and stop the V8 inspector manually and collect precise coverage.",https://github.com/SimenB/collect-v8-coverage#readme,git+https://github.com/SimenB/collect-v8-coverage.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/yoda""
collection-visit,1.0.0,7,MIT,"Visit a method over the items in an object, or map visit over the objects in an array.",https://github.com/jonschlinkert/collection-visit,git+https://github.com/jonschlinkert/collection-visit.git,Yes,""cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/yoda""
color,4.2.3; 3.2.1; 3.1.3; 3.0.0; 1.9.3; 1.1.3,13,MIT,"Color conversion and manipulation with CSS string support",https://github.com/Qix-/color#readme,git+https://github.com/Qix-/color.git,No,""cloned-repos/airtimemedia/airtime-meet, cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/kafka-poc/nodejs, cloned-repos/airtimemedia/kafka-poc/nodejs-v2, cloned-repos/airtimemedia/kafka-poc/nodejs-v3, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/turn-monitor""
color-convert,2.0.1; 1.9.3; 1.9.1,100,MIT,"Plain color conversion functions",https://github.com/Qix-/color-convert#readme,git+https://github.com/Qix-/color-convert.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/airtime-lite, cloned-repos/airtimemedia/airtime-meet, cloned-repos/airtimemedia/amazon-product-api, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/backend/ts/dj, cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/bixby-monitor, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/chat-gpt-dj, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/dynamo-media-utils, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-cli, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/empire-schemas, cloned-repos/airtimemedia/eslint-config-empire, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/eureka/server-allocator/integration_tests, cloned-repos/airtimemedia/express-media-utils, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine/tools, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/grpc/examples/node, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/js-build, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency, cloned-repos/airtimemedia/kafka-poc/nodejs, cloned-repos/airtimemedia/kafka-poc/nodejs-v2, cloned-repos/airtimemedia/kafka-poc/nodejs-v3, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/mos-eisley, cloned-repos/airtimemedia/node-addon-support/tests, cloned-repos/airtimemedia/node-media-utils, cloned-repos/airtimemedia/node-metrics-utils, cloned-repos/airtimemedia/node-monitor-components, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/pubsub-service, cloned-repos/airtimemedia/recommendations/docker-images/support/test/clients/node, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sam-sandbox/webrtc-sample, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/selfie-debug-service, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/skia, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/skia/modules/canvaskit, cloned-repos/airtimemedia/skia/modules/canvaskit/npm_build, cloned-repos/airtimemedia/skia/modules/pathkit, cloned-repos/airtimemedia/skia/tools/lottie-web-perf, cloned-repos/airtimemedia/skia/tools/lottiecap, cloned-repos/airtimemedia/skia/tools/perf-canvaskit-puppeteer, cloned-repos/airtimemedia/skia/tools/run-wasm-gm-tests, cloned-repos/airtimemedia/skia/tools/skottie-wasm-perf, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/text-research, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/turn-monitor, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg-addon, cloned-repos/airtimemedia/vandenberg-addon/tests, cloned-repos/airtimemedia/vandenberg-monitor, cloned-repos/airtimemedia/vandenberg/manual-test, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
color-name,1.1.4; 1.1.3,100,MIT,"A list of color names and its values",https://github.com/colorjs/color-name,git+ssh://git@github.com/colorjs/color-name.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/vue, cloned-repos/airtimemedia/airtime-lite, cloned-repos/airtimemedia/airtime-meet, cloned-repos/airtimemedia/amazon-product-api, cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/backend/ts/dj, cloned-repos/airtimemedia/bigsur, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/bixby-monitor, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/chat-gpt-dj, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/dynamo-media-utils, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-cli, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/empire-schemas, cloned-repos/airtimemedia/eslint-config-empire, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/eureka/server-allocator/integration_tests, cloned-repos/airtimemedia/express-media-utils, cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/final-order, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine/tools, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/grogu-external, cloned-repos/airtimemedia/grpc/examples/node, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/js-build, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency, cloned-repos/airtimemedia/kafka-poc/nodejs, cloned-repos/airtimemedia/kafka-poc/nodejs-v2, cloned-repos/airtimemedia/kafka-poc/nodejs-v3, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/mos-eisley, cloned-repos/airtimemedia/node-addon-support/tests, cloned-repos/airtimemedia/node-media-utils, cloned-repos/airtimemedia/node-metrics-utils, cloned-repos/airtimemedia/node-monitor-components, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/pubsub-service, cloned-repos/airtimemedia/recommendations/docker-images/support/test/clients/node, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/rey, cloned-repos/airtimemedia/sam-sandbox/webrtc-sample, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/selfie-debug-service, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/skia, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/skia/modules/canvaskit, cloned-repos/airtimemedia/skia/modules/canvaskit/npm_build, cloned-repos/airtimemedia/skia/modules/pathkit, cloned-repos/airtimemedia/skia/tools/lottie-web-perf, cloned-repos/airtimemedia/skia/tools/lottiecap, cloned-repos/airtimemedia/skia/tools/perf-canvaskit-puppeteer, cloned-repos/airtimemedia/skia/tools/run-wasm-gm-tests, cloned-repos/airtimemedia/skia/tools/skottie-wasm-perf, cloned-repos/airtimemedia/sumo-log-collector, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/text-research, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo, cloned-repos/airtimemedia/turn-monitor, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg-addon, cloned-repos/airtimemedia/vandenberg-addon/tests, cloned-repos/airtimemedia/vandenberg-monitor, cloned-repos/airtimemedia/vandenberg/manual-test, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
